18:00:39.120 [XNIO-1 task-1]  -1Uc2lwuTU22Urz_BEBF1g DEBUG com.networknt.schema.TypeValidator debug - validate( "b625893d", "b625893d", userId)
18:00:45.739 [XNIO-1 task-1]  FSYCPPPgQgmwJ6u5sbOC-Q DEBUG com.networknt.schema.FormatValidator debug - validate( "20bd3a2c-8c05-4a57-9206-e1d716900c18", {"password":"3ab993e2-9e18-471d-8590-70adeea26248","newPassword":"20bd3a2c-8c05-4a57-9206-e1d716900c18","newPasswordConfirm":"20bd3a2c-8c05-4a57-9206-e1d716900c18"}, requestBody.newPasswordConfirm)
18:00:45.739 [XNIO-1 task-1]  FSYCPPPgQgmwJ6u5sbOC-Q DEBUG com.networknt.schema.FormatValidator debug - validate( "3ab993e2-9e18-471d-8590-70adeea26248", {"password":"3ab993e2-9e18-471d-8590-70adeea26248","newPassword":"20bd3a2c-8c05-4a57-9206-e1d716900c18","newPasswordConfirm":"20bd3a2c-8c05-4a57-9206-e1d716900c18"}, requestBody.password)
18:00:45.739 [XNIO-1 task-1]  FSYCPPPgQgmwJ6u5sbOC-Q DEBUG com.networknt.schema.FormatValidator debug - validate( "20bd3a2c-8c05-4a57-9206-e1d716900c18", {"password":"3ab993e2-9e18-471d-8590-70adeea26248","newPassword":"20bd3a2c-8c05-4a57-9206-e1d716900c18","newPasswordConfirm":"20bd3a2c-8c05-4a57-9206-e1d716900c18"}, requestBody.newPassword)
18:00:45.767 [XNIO-1 task-1]  6VLcz07oRkmvR1WoJX2LjA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/fd4bfb06
18:00:45.767 [XNIO-1 task-1]  6VLcz07oRkmvR1WoJX2LjA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.767 [XNIO-1 task-1]  6VLcz07oRkmvR1WoJX2LjA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:45.767 [XNIO-1 task-1]  6VLcz07oRkmvR1WoJX2LjA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/fd4bfb06
18:00:45.778 [XNIO-1 task-1]  f5ol0BDXTq2L9rJiFvm_Tw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/fd4bfb06, base path is set to: null
18:00:45.778 [XNIO-1 task-1]  f5ol0BDXTq2L9rJiFvm_Tw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:45.778 [XNIO-1 task-1]  f5ol0BDXTq2L9rJiFvm_Tw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:45.779 [XNIO-1 task-1]  f5ol0BDXTq2L9rJiFvm_Tw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
18:00:45.779 [XNIO-1 task-1]  f5ol0BDXTq2L9rJiFvm_Tw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/fd4bfb06, base path is set to: null
18:00:45.779 [XNIO-1 task-1]  f5ol0BDXTq2L9rJiFvm_Tw DEBUG com.networknt.schema.TypeValidator debug - validate( "fd4bfb06", "fd4bfb06", userId)
18:00:45.780 [XNIO-1 task-1]  f5ol0BDXTq2L9rJiFvm_Tw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"20bd3a2c-8c05-4a57-9206-e1d716900c18","newPassword":"00856756-56da-434b-8fbd-323d3d4c3ff2","newPasswordConfirm":"00856756-56da-434b-8fbd-323d3d4c3ff2"}, {"password":"20bd3a2c-8c05-4a57-9206-e1d716900c18","newPassword":"00856756-56da-434b-8fbd-323d3d4c3ff2","newPasswordConfirm":"00856756-56da-434b-8fbd-323d3d4c3ff2"}, requestBody)
18:00:45.780 [XNIO-1 task-1]  f5ol0BDXTq2L9rJiFvm_Tw DEBUG com.networknt.schema.TypeValidator debug - validate( "00856756-56da-434b-8fbd-323d3d4c3ff2", {"password":"20bd3a2c-8c05-4a57-9206-e1d716900c18","newPassword":"00856756-56da-434b-8fbd-323d3d4c3ff2","newPasswordConfirm":"00856756-56da-434b-8fbd-323d3d4c3ff2"}, requestBody.newPasswordConfirm)
18:00:45.780 [XNIO-1 task-1]  f5ol0BDXTq2L9rJiFvm_Tw DEBUG com.networknt.schema.TypeValidator debug - validate( "20bd3a2c-8c05-4a57-9206-e1d716900c18", {"password":"20bd3a2c-8c05-4a57-9206-e1d716900c18","newPassword":"00856756-56da-434b-8fbd-323d3d4c3ff2","newPasswordConfirm":"00856756-56da-434b-8fbd-323d3d4c3ff2"}, requestBody.password)
18:00:45.780 [XNIO-1 task-1]  f5ol0BDXTq2L9rJiFvm_Tw DEBUG com.networknt.schema.TypeValidator debug - validate( "00856756-56da-434b-8fbd-323d3d4c3ff2", {"password":"20bd3a2c-8c05-4a57-9206-e1d716900c18","newPassword":"00856756-56da-434b-8fbd-323d3d4c3ff2","newPasswordConfirm":"00856756-56da-434b-8fbd-323d3d4c3ff2"}, requestBody.newPassword)
18:00:45.806 [XNIO-1 task-1]  BdSBv5EFTDaxtgVWJ_mGiA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:45.806 [XNIO-1 task-1]  BdSBv5EFTDaxtgVWJ_mGiA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:45.807 [XNIO-1 task-1]  BdSBv5EFTDaxtgVWJ_mGiA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:45.826 [XNIO-1 task-1]  1mVTjhwrQM-9qSEx-uXELg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:45.826 [XNIO-1 task-1]  1mVTjhwrQM-9qSEx-uXELg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:45.826 [XNIO-1 task-1]  1mVTjhwrQM-9qSEx-uXELg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:45.839 [XNIO-1 task-1]  7sqXJ3W9Q6COTBMtKLRyug DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:45.840 [XNIO-1 task-1]  7sqXJ3W9Q6COTBMtKLRyug DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:45.840 [XNIO-1 task-1]  7sqXJ3W9Q6COTBMtKLRyug DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:45.840 [XNIO-1 task-1]  7sqXJ3W9Q6COTBMtKLRyug DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
18:00:45.845 [XNIO-1 task-1]  SBdvKouZRayBEgvGYWs9gw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/3931a09b, base path is set to: null
18:00:45.846 [XNIO-1 task-1]  SBdvKouZRayBEgvGYWs9gw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:45.846 [XNIO-1 task-1]  SBdvKouZRayBEgvGYWs9gw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:45.846 [XNIO-1 task-1]  SBdvKouZRayBEgvGYWs9gw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/3931a09b, base path is set to: null
18:00:45.846 [XNIO-1 task-1]  SBdvKouZRayBEgvGYWs9gw DEBUG com.networknt.schema.TypeValidator debug - validate( "3931a09b", "3931a09b", userId)
18:00:45.851 [XNIO-1 task-1]  omSVcS-8RVuRl_nWcLPxUA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/3931a09b
18:00:45.851 [XNIO-1 task-1]  omSVcS-8RVuRl_nWcLPxUA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.851 [XNIO-1 task-1]  omSVcS-8RVuRl_nWcLPxUA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:45.851 [XNIO-1 task-1]  omSVcS-8RVuRl_nWcLPxUA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
18:00:45.852 [XNIO-1 task-1]  omSVcS-8RVuRl_nWcLPxUA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/3931a09b
18:00:45.853 [XNIO-1 task-1]  omSVcS-8RVuRl_nWcLPxUA DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"50d62798-ea53-4238-ae60-afcc747a67bf","newPassword":"09104a46-2399-4737-ae70-5acf32c284cc","newPasswordConfirm":"09104a46-2399-4737-ae70-5acf32c284cc"}, {"password":"50d62798-ea53-4238-ae60-afcc747a67bf","newPassword":"09104a46-2399-4737-ae70-5acf32c284cc","newPasswordConfirm":"09104a46-2399-4737-ae70-5acf32c284cc"}, requestBody)
18:00:45.853 [XNIO-1 task-1]  omSVcS-8RVuRl_nWcLPxUA DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"50d62798-ea53-4238-ae60-afcc747a67bf","newPassword":"09104a46-2399-4737-ae70-5acf32c284cc","newPasswordConfirm":"09104a46-2399-4737-ae70-5acf32c284cc"}, {"password":"50d62798-ea53-4238-ae60-afcc747a67bf","newPassword":"09104a46-2399-4737-ae70-5acf32c284cc","newPasswordConfirm":"09104a46-2399-4737-ae70-5acf32c284cc"}, requestBody)
18:00:45.854 [XNIO-1 task-1]  omSVcS-8RVuRl_nWcLPxUA DEBUG com.networknt.schema.FormatValidator debug - validate( "09104a46-2399-4737-ae70-5acf32c284cc", {"password":"50d62798-ea53-4238-ae60-afcc747a67bf","newPassword":"09104a46-2399-4737-ae70-5acf32c284cc","newPasswordConfirm":"09104a46-2399-4737-ae70-5acf32c284cc"}, requestBody.newPasswordConfirm)
18:00:45.854 [XNIO-1 task-1]  omSVcS-8RVuRl_nWcLPxUA DEBUG com.networknt.schema.FormatValidator debug - validate( "50d62798-ea53-4238-ae60-afcc747a67bf", {"password":"50d62798-ea53-4238-ae60-afcc747a67bf","newPassword":"09104a46-2399-4737-ae70-5acf32c284cc","newPasswordConfirm":"09104a46-2399-4737-ae70-5acf32c284cc"}, requestBody.password)
18:00:45.854 [XNIO-1 task-1]  omSVcS-8RVuRl_nWcLPxUA DEBUG com.networknt.schema.FormatValidator debug - validate( "09104a46-2399-4737-ae70-5acf32c284cc", {"password":"50d62798-ea53-4238-ae60-afcc747a67bf","newPassword":"09104a46-2399-4737-ae70-5acf32c284cc","newPasswordConfirm":"09104a46-2399-4737-ae70-5acf32c284cc"}, requestBody.newPassword)
18:00:45.885 [XNIO-1 task-1]  bYMvLOsKSFO3gVVUPTHSPg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.885 [XNIO-1 task-1]  bYMvLOsKSFO3gVVUPTHSPg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.886 [XNIO-1 task-1]  bYMvLOsKSFO3gVVUPTHSPg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.886 [XNIO-1 task-1]  bYMvLOsKSFO3gVVUPTHSPg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
18:00:45.905 [XNIO-1 task-1]  lM7aFa93R-W9nZhQkQrrgw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.905 [XNIO-1 task-1]  lM7aFa93R-W9nZhQkQrrgw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.905 [XNIO-1 task-1]  lM7aFa93R-W9nZhQkQrrgw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.906 [XNIO-1 task-1]  lM7aFa93R-W9nZhQkQrrgw DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
18:00:45.915 [XNIO-1 task-1]  KyAAZhxeSGSG4zbu-4-mZw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/3931a09b
18:00:45.915 [XNIO-1 task-1]  KyAAZhxeSGSG4zbu-4-mZw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.915 [XNIO-1 task-1]  KyAAZhxeSGSG4zbu-4-mZw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:45.915 [XNIO-1 task-1]  KyAAZhxeSGSG4zbu-4-mZw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/3931a09b
18:00:45.931 [XNIO-1 task-1]  3uKoyLfHTfqOdkdJpuFbbw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/90eee918, base path is set to: null
18:00:45.931 [XNIO-1 task-1]  3uKoyLfHTfqOdkdJpuFbbw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:45.931 [XNIO-1 task-1]  3uKoyLfHTfqOdkdJpuFbbw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:45.931 [XNIO-1 task-1]  3uKoyLfHTfqOdkdJpuFbbw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/90eee918, base path is set to: null
18:00:45.931 [XNIO-1 task-1]  3uKoyLfHTfqOdkdJpuFbbw DEBUG com.networknt.schema.TypeValidator debug - validate( "90eee918", "90eee918", userId)
18:00:45.942 [XNIO-1 task-1]  Y1egf96jQoavdYGM93G22A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.943 [XNIO-1 task-1]  Y1egf96jQoavdYGM93G22A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.943 [XNIO-1 task-1]  Y1egf96jQoavdYGM93G22A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.943 [XNIO-1 task-1]  Y1egf96jQoavdYGM93G22A DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
18:00:45.952 [XNIO-1 task-1]  euPa9lCdSfCmYuxq2E0PcQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.952 [XNIO-1 task-1]  euPa9lCdSfCmYuxq2E0PcQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.952 [XNIO-1 task-1]  euPa9lCdSfCmYuxq2E0PcQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.953 [XNIO-1 task-1]  euPa9lCdSfCmYuxq2E0PcQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
18:00:45.970 [XNIO-1 task-1]  wdAZ8OWSRNOl30gXMkrC6Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.970 [XNIO-1 task-1]  wdAZ8OWSRNOl30gXMkrC6Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.971 [XNIO-1 task-1]  wdAZ8OWSRNOl30gXMkrC6Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.984 [XNIO-1 task-1]  d2QF3c6pSeGY3PR-5Ee4Zg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.984 [XNIO-1 task-1]  d2QF3c6pSeGY3PR-5Ee4Zg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.985 [XNIO-1 task-1]  d2QF3c6pSeGY3PR-5Ee4Zg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.996 [XNIO-1 task-1]  ICBhmQ5jR-qRqCiarNXamg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.997 [XNIO-1 task-1]  ICBhmQ5jR-qRqCiarNXamg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:45.997 [XNIO-1 task-1]  ICBhmQ5jR-qRqCiarNXamg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:46.006 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:d64dd977-6837-44cb-addb-a98cbc419453
18:00:46.020 [XNIO-1 task-1]  QOpW7z9uSf2qLlrdHSA7Ug DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/01b84788
18:00:46.020 [XNIO-1 task-1]  QOpW7z9uSf2qLlrdHSA7Ug DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:46.021 [XNIO-1 task-1]  QOpW7z9uSf2qLlrdHSA7Ug DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:46.021 [XNIO-1 task-1]  QOpW7z9uSf2qLlrdHSA7Ug DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/01b84788
18:00:46.029 [XNIO-1 task-1]  KmJEFyGnSqyz7m2gOsaGyw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/fd4bfb06, base path is set to: null
18:00:46.029 [XNIO-1 task-1]  KmJEFyGnSqyz7m2gOsaGyw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:46.029 [XNIO-1 task-1]  KmJEFyGnSqyz7m2gOsaGyw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:46.029 [XNIO-1 task-1]  KmJEFyGnSqyz7m2gOsaGyw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
18:00:46.030 [XNIO-1 task-1]  KmJEFyGnSqyz7m2gOsaGyw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/fd4bfb06, base path is set to: null
18:00:46.030 [XNIO-1 task-1]  KmJEFyGnSqyz7m2gOsaGyw DEBUG com.networknt.schema.TypeValidator debug - validate( "fd4bfb06", "fd4bfb06", userId)
18:00:46.030 [XNIO-1 task-1]  KmJEFyGnSqyz7m2gOsaGyw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"00856756-56da-434b-8fbd-323d3d4c3ff2","newPassword":"a1056b3a-1169-42b4-bc45-45f378d5d933","newPasswordConfirm":"a1056b3a-1169-42b4-bc45-45f378d5d933"}, {"password":"00856756-56da-434b-8fbd-323d3d4c3ff2","newPassword":"a1056b3a-1169-42b4-bc45-45f378d5d933","newPasswordConfirm":"a1056b3a-1169-42b4-bc45-45f378d5d933"}, requestBody)
18:00:46.031 [XNIO-1 task-1]  KmJEFyGnSqyz7m2gOsaGyw DEBUG com.networknt.schema.TypeValidator debug - validate( "a1056b3a-1169-42b4-bc45-45f378d5d933", {"password":"00856756-56da-434b-8fbd-323d3d4c3ff2","newPassword":"a1056b3a-1169-42b4-bc45-45f378d5d933","newPasswordConfirm":"a1056b3a-1169-42b4-bc45-45f378d5d933"}, requestBody.newPasswordConfirm)
18:00:46.031 [XNIO-1 task-1]  KmJEFyGnSqyz7m2gOsaGyw DEBUG com.networknt.schema.TypeValidator debug - validate( "00856756-56da-434b-8fbd-323d3d4c3ff2", {"password":"00856756-56da-434b-8fbd-323d3d4c3ff2","newPassword":"a1056b3a-1169-42b4-bc45-45f378d5d933","newPasswordConfirm":"a1056b3a-1169-42b4-bc45-45f378d5d933"}, requestBody.password)
18:00:46.031 [XNIO-1 task-1]  KmJEFyGnSqyz7m2gOsaGyw DEBUG com.networknt.schema.TypeValidator debug - validate( "a1056b3a-1169-42b4-bc45-45f378d5d933", {"password":"00856756-56da-434b-8fbd-323d3d4c3ff2","newPassword":"a1056b3a-1169-42b4-bc45-45f378d5d933","newPasswordConfirm":"a1056b3a-1169-42b4-bc45-45f378d5d933"}, requestBody.newPassword)
18:00:46.052 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:a26190f7
18:00:46.054 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:a26190f7
18:00:46.059 [XNIO-1 task-1]  vIhDwBY5RMmtFczCMfsb4A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/01b84788
18:00:46.059 [XNIO-1 task-1]  vIhDwBY5RMmtFczCMfsb4A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:46.059 [XNIO-1 task-1]  vIhDwBY5RMmtFczCMfsb4A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:46.059 [XNIO-1 task-1]  vIhDwBY5RMmtFczCMfsb4A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/01b84788
18:00:46.067 [XNIO-1 task-1]  Eqhf0pQ2SCmwjRXRdLY7ZQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:46.067 [XNIO-1 task-1]  Eqhf0pQ2SCmwjRXRdLY7ZQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:46.067 [XNIO-1 task-1]  Eqhf0pQ2SCmwjRXRdLY7ZQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:46.081 [XNIO-1 task-1]  7gvqw-SSSI6wsVYagm9Nhw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:46.081 [XNIO-1 task-1]  7gvqw-SSSI6wsVYagm9Nhw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:46.081 [XNIO-1 task-1]  7gvqw-SSSI6wsVYagm9Nhw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:46.119 [XNIO-1 task-1]  bIo327OiSWK_b9NPKp2BjA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/fd4bfb06, base path is set to: null
18:00:46.119 [XNIO-1 task-1]  bIo327OiSWK_b9NPKp2BjA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:46.120 [XNIO-1 task-1]  bIo327OiSWK_b9NPKp2BjA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:46.120 [XNIO-1 task-1]  bIo327OiSWK_b9NPKp2BjA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/fd4bfb06, base path is set to: null
18:00:46.120 [XNIO-1 task-1]  bIo327OiSWK_b9NPKp2BjA DEBUG com.networknt.schema.TypeValidator debug - validate( "fd4bfb06", "fd4bfb06", userId)
18:00:46.127 [XNIO-1 task-1]  cHFjh3PHTJCqhB0dnZTDQw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/fd4bfb06
18:00:46.127 [XNIO-1 task-1]  cHFjh3PHTJCqhB0dnZTDQw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:46.127 [XNIO-1 task-1]  cHFjh3PHTJCqhB0dnZTDQw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:46.127 [XNIO-1 task-1]  cHFjh3PHTJCqhB0dnZTDQw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/fd4bfb06
18:00:46.149 [XNIO-1 task-1]  IzJ7REqfTX6Whs21WdxyMg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:46.149 [XNIO-1 task-1]  IzJ7REqfTX6Whs21WdxyMg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:46.150 [XNIO-1 task-1]  IzJ7REqfTX6Whs21WdxyMg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:46.233 [XNIO-1 task-1]  PMoy5nfLR6ONhtv4zkSM7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:46.233 [XNIO-1 task-1]  PMoy5nfLR6ONhtv4zkSM7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:46.234 [XNIO-1 task-1]  PMoy5nfLR6ONhtv4zkSM7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:46.256 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.o.cache.ServiceEndpointMapStore delete - Delete:fef5dbc9
18:00:46.262 [XNIO-1 task-1]  GbCuQOSxSE-hZRjYqtEDnQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:46.262 [XNIO-1 task-1]  GbCuQOSxSE-hZRjYqtEDnQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:46.262 [XNIO-1 task-1]  GbCuQOSxSE-hZRjYqtEDnQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:46.266 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG c.n.o.cache.ServiceEndpointMapStore delete - Delete:a26190f7
18:00:46.283 [XNIO-1 task-1]  -glkvt9oSeeORQMIDhYRog DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:46.284 [XNIO-1 task-1]  -glkvt9oSeeORQMIDhYRog DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:46.284 [XNIO-1 task-1]  -glkvt9oSeeORQMIDhYRog DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:46.312 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:81d3ef19-6f66-43e3-abe0-af5dcf1b7143
18:00:46.313 [XNIO-1 task-1]  9d5zfCgpQRaya59n59a0fQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/eef38271
18:00:46.313 [XNIO-1 task-1]  9d5zfCgpQRaya59n59a0fQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:46.314 [XNIO-1 task-1]  9d5zfCgpQRaya59n59a0fQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:46.314 [XNIO-1 task-1]  9d5zfCgpQRaya59n59a0fQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/eef38271
18:00:46.315 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:81d3ef19-6f66-43e3-abe0-af5dcf1b7143
18:00:46.328 [XNIO-1 task-1]  aRMU6mmDTB6oZxv_lh3aEw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:46.328 [XNIO-1 task-1]  aRMU6mmDTB6oZxv_lh3aEw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:46.328 [XNIO-1 task-1]  aRMU6mmDTB6oZxv_lh3aEw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:46.329 [XNIO-1 task-1]  aRMU6mmDTB6oZxv_lh3aEw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
18:00:46.339 [XNIO-1 task-1]  IZbHydgxR0KBTd_TNNKnew DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
