17:00:39.530 [XNIO-1 task-1]  3hlNntToQtOm73AOXr4kRQ DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"1d79fe08-ee9f-4141-b856-5c00f4cf7319","newPassword":"1df58163-41bc-4d70-893a-29d3b5c59b62","newPasswordConfirm":"1df58163-41bc-4d70-893a-29d3b5c59b62"}, {"password":"1d79fe08-ee9f-4141-b856-5c00f4cf7319","newPassword":"1df58163-41bc-4d70-893a-29d3b5c59b62","newPasswordConfirm":"1df58163-41bc-4d70-893a-29d3b5c59b62"}, requestBody)
17:00:45.737 [XNIO-1 task-2]  2xYxoBBSTw-XOzXjpaeZvw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/d24e5110, base path is set to: null
17:00:45.738 [XNIO-1 task-2]  2xYxoBBSTw-XOzXjpaeZvw DEBUG com.networknt.schema.TypeValidator debug - validate( "d24e5110", "d24e5110", userId)
17:00:45.750 [XNIO-1 task-2]  j-ohbyhWRTic6AAprsz2rg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.750 [XNIO-1 task-2]  j-ohbyhWRTic6AAprsz2rg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.750 [XNIO-1 task-2]  j-ohbyhWRTic6AAprsz2rg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.750 [XNIO-1 task-2]  j-ohbyhWRTic6AAprsz2rg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
17:00:45.756 [XNIO-1 task-2]  HJdxNImyS2CCFbAvXr5HSA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:45.756 [XNIO-1 task-2]  HJdxNImyS2CCFbAvXr5HSA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:45.756 [XNIO-1 task-2]  HJdxNImyS2CCFbAvXr5HSA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:45.757 [XNIO-1 task-2]  HJdxNImyS2CCFbAvXr5HSA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
17:00:45.760 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:7b57dada
17:00:45.764 [XNIO-1 task-2]  5hISl1vzRL6Ujv5OiktxgQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:45.764 [XNIO-1 task-2]  5hISl1vzRL6Ujv5OiktxgQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:45.765 [XNIO-1 task-2]  5hISl1vzRL6Ujv5OiktxgQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:45.782 [hz._hzInstance_1_dev.partition-operation.thread-13]   ERROR c.n.oauth.cache.ClientMapStore delete - Exception:
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:117)
	at com.mysql.cj.jdbc.exceptions.SQLExceptionsMapping.translateException(SQLExceptionsMapping.java:122)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeInternal(ClientPreparedStatement.java:955)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1094)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1042)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeLargeUpdate(ClientPreparedStatement.java:1345)
	at com.hazelcast.map.impl.MapStoreWrapper.delete(MapStoreWrapper.java:115)
	at com.hazelcast.map.impl.mapstore.writethrough.WriteThroughStore.remove(WriteThroughStore.java:56)
	at com.hazelcast.map.impl.mapstore.writethrough.WriteThroughStore.remove(WriteThroughStore.java:28)
	at com.hazelcast.map.impl.recordstore.DefaultRecordStore.removeRecord(DefaultRecordStore.java:1034)
	at com.hazelcast.map.impl.recordstore.DefaultRecordStore.delete(DefaultRecordStore.java:455)
	at com.hazelcast.map.impl.operation.DeleteOperation.run(DeleteOperation.java:44)
	at com.hazelcast.spi.Operation.call(Operation.java:170)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.call(OperationRunnerImpl.java:210)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.run(OperationRunnerImpl.java:199)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.run(OperationRunnerImpl.java:416)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.process(OperationThread.java:153)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.process(OperationThread.java:123)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.run(OperationThread.java:110)
Caused by: java.sql.SQLIntegrityConstraintViolationException: Cannot delete or update a parent row: a foreign key constraint fails (`oauth2`.`refresh_token`, CONSTRAINT `refresh_token_ibfk_1` FOREIGN KEY (`client_id`) REFERENCES `client` (`client_id`))
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.run(OperationRunnerImpl.java:199)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.run(OperationRunnerImpl.java:416)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeInternal(ClientPreparedStatement.java:955)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1094)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1042)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeLargeUpdate(ClientPreparedStatement.java:1345)
	at com.zaxxer.hikari.pool.ProxyPreparedStatement.executeUpdate(ProxyPreparedStatement.java:61)
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:33)

17:00:45.810 [XNIO-1 task-2]  tBHZw_X5TyCD2QJnfDP0Rw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/acd04b95, base path is set to: null
17:00:45.810 [XNIO-1 task-2]  tBHZw_X5TyCD2QJnfDP0Rw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:45.811 [XNIO-1 task-2]  tBHZw_X5TyCD2QJnfDP0Rw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
17:00:45.811 [XNIO-1 task-2]  tBHZw_X5TyCD2QJnfDP0Rw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/acd04b95, base path is set to: null
17:00:45.811 [XNIO-1 task-2]  tBHZw_X5TyCD2QJnfDP0Rw DEBUG com.networknt.schema.TypeValidator debug - validate( "acd04b95", "acd04b95", userId)
17:00:45.860 [XNIO-1 task-2]  5lJOu7SmTye06cQVZs8s0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/7dcafedb
17:00:45.860 [XNIO-1 task-2]  5lJOu7SmTye06cQVZs8s0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.860 [XNIO-1 task-2]  5lJOu7SmTye06cQVZs8s0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:45.860 [XNIO-1 task-2]  5lJOu7SmTye06cQVZs8s0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/7dcafedb
17:00:45.870 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.o.cache.ServiceEndpointMapStore delete - Delete:7b57dada
17:00:45.877 [XNIO-1 task-2]  ECvsvM98RB-8l1QkvBGx5w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:45.877 [XNIO-1 task-2]  ECvsvM98RB-8l1QkvBGx5w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:45.877 [XNIO-1 task-2]  ECvsvM98RB-8l1QkvBGx5w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:45.877 [XNIO-1 task-2]  ECvsvM98RB-8l1QkvBGx5w DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
17:00:45.884 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.n.oauth.cache.RefreshTokenMapStore delete - Delete:aedff129-d04b-4663-a7b0-c2727283a073
17:00:45.888 [XNIO-1 task-2]  qRq7Z_w_Si2gPms1QnEWvQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/7dcafedb
17:00:45.888 [XNIO-1 task-2]  qRq7Z_w_Si2gPms1QnEWvQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.888 [XNIO-1 task-2]  qRq7Z_w_Si2gPms1QnEWvQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:45.888 [XNIO-1 task-2]  qRq7Z_w_Si2gPms1QnEWvQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/7dcafedb
17:00:45.903 [XNIO-1 task-2]  5WFSx0b4Q2OY1y-Ph6qvsg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/60fc213e, base path is set to: null
17:00:45.903 [XNIO-1 task-2]  5WFSx0b4Q2OY1y-Ph6qvsg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:45.903 [XNIO-1 task-2]  5WFSx0b4Q2OY1y-Ph6qvsg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
17:00:45.903 [XNIO-1 task-2]  5WFSx0b4Q2OY1y-Ph6qvsg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/60fc213e, base path is set to: null
17:00:45.903 [XNIO-1 task-2]  5WFSx0b4Q2OY1y-Ph6qvsg DEBUG com.networknt.schema.TypeValidator debug - validate( "60fc213e", "60fc213e", userId)
17:00:45.911 [XNIO-1 task-2]  ET8_nNrJQNmDx8Rj3SbiEA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/dd7b24e1, base path is set to: null
17:00:45.912 [XNIO-1 task-2]  ET8_nNrJQNmDx8Rj3SbiEA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:45.912 [XNIO-1 task-2]  ET8_nNrJQNmDx8Rj3SbiEA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
17:00:45.912 [XNIO-1 task-2]  ET8_nNrJQNmDx8Rj3SbiEA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/dd7b24e1, base path is set to: null
17:00:45.912 [XNIO-1 task-2]  ET8_nNrJQNmDx8Rj3SbiEA DEBUG com.networknt.schema.TypeValidator debug - validate( "dd7b24e1", "dd7b24e1", userId)
17:00:45.928 [XNIO-1 task-2]  k0VenmtZQGKNn2pU54QGUg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.928 [XNIO-1 task-2]  k0VenmtZQGKNn2pU54QGUg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.928 [XNIO-1 task-2]  k0VenmtZQGKNn2pU54QGUg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.929 [XNIO-1 task-2]  k0VenmtZQGKNn2pU54QGUg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
17:00:45.948 [XNIO-1 task-2]  OzX0s1eiTxyuCpia6yN7TQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.948 [XNIO-1 task-2]  OzX0s1eiTxyuCpia6yN7TQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.949 [XNIO-1 task-2]  OzX0s1eiTxyuCpia6yN7TQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.949 [XNIO-1 task-2]  OzX0s1eiTxyuCpia6yN7TQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
17:00:45.959 [XNIO-1 task-2]  9P7Tkvr_RtiUKdm33I3EAw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.959 [XNIO-1 task-2]  9P7Tkvr_RtiUKdm33I3EAw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.959 [XNIO-1 task-2]  9P7Tkvr_RtiUKdm33I3EAw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.960 [XNIO-1 task-2]  9P7Tkvr_RtiUKdm33I3EAw DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
17:00:45.967 [XNIO-1 task-2]  fMbNmdq4RUSAZb2swToxRg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.969 [XNIO-1 task-2]  fMbNmdq4RUSAZb2swToxRg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.969 [XNIO-1 task-2]  fMbNmdq4RUSAZb2swToxRg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.969 [XNIO-1 task-2]  fMbNmdq4RUSAZb2swToxRg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
17:00:45.982 [XNIO-1 task-2]  JHRw0G2zRiOe0MLSlPAAig DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.982 [XNIO-1 task-2]  JHRw0G2zRiOe0MLSlPAAig DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.982 [XNIO-1 task-2]  JHRw0G2zRiOe0MLSlPAAig DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:45.982 [XNIO-1 task-2]  JHRw0G2zRiOe0MLSlPAAig DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
17:00:46.008 [XNIO-1 task-2]  qtBe2h1kTIuIOTb2EM_rWQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:46.008 [XNIO-1 task-2]  qtBe2h1kTIuIOTb2EM_rWQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:46.008 [XNIO-1 task-2]  qtBe2h1kTIuIOTb2EM_rWQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:46.037 [XNIO-1 task-2]  Gnv07VzgQlqqVDmUnTBImA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/0866bc0f
17:00:46.037 [XNIO-1 task-2]  Gnv07VzgQlqqVDmUnTBImA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:46.037 [XNIO-1 task-2]  Gnv07VzgQlqqVDmUnTBImA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:46.037 [XNIO-1 task-2]  Gnv07VzgQlqqVDmUnTBImA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
17:00:46.037 [XNIO-1 task-2]  Gnv07VzgQlqqVDmUnTBImA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/0866bc0f
17:00:46.038 [XNIO-1 task-2]  Gnv07VzgQlqqVDmUnTBImA DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"f9b0d000-b667-4210-a691-1ede917cad92","newPassword":"ee6f4f94-049d-4f16-ad58-5081963da933","newPasswordConfirm":"ee6f4f94-049d-4f16-ad58-5081963da933"}, {"password":"f9b0d000-b667-4210-a691-1ede917cad92","newPassword":"ee6f4f94-049d-4f16-ad58-5081963da933","newPasswordConfirm":"ee6f4f94-049d-4f16-ad58-5081963da933"}, requestBody)
17:00:46.038 [XNIO-1 task-2]  Gnv07VzgQlqqVDmUnTBImA DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"f9b0d000-b667-4210-a691-1ede917cad92","newPassword":"ee6f4f94-049d-4f16-ad58-5081963da933","newPasswordConfirm":"ee6f4f94-049d-4f16-ad58-5081963da933"}, {"password":"f9b0d000-b667-4210-a691-1ede917cad92","newPassword":"ee6f4f94-049d-4f16-ad58-5081963da933","newPasswordConfirm":"ee6f4f94-049d-4f16-ad58-5081963da933"}, requestBody)
17:00:46.038 [XNIO-1 task-2]  Gnv07VzgQlqqVDmUnTBImA DEBUG com.networknt.schema.FormatValidator debug - validate( "ee6f4f94-049d-4f16-ad58-5081963da933", {"password":"f9b0d000-b667-4210-a691-1ede917cad92","newPassword":"ee6f4f94-049d-4f16-ad58-5081963da933","newPasswordConfirm":"ee6f4f94-049d-4f16-ad58-5081963da933"}, requestBody.newPasswordConfirm)
17:00:46.038 [XNIO-1 task-2]  Gnv07VzgQlqqVDmUnTBImA DEBUG com.networknt.schema.FormatValidator debug - validate( "f9b0d000-b667-4210-a691-1ede917cad92", {"password":"f9b0d000-b667-4210-a691-1ede917cad92","newPassword":"ee6f4f94-049d-4f16-ad58-5081963da933","newPasswordConfirm":"ee6f4f94-049d-4f16-ad58-5081963da933"}, requestBody.password)
17:00:46.038 [XNIO-1 task-2]  Gnv07VzgQlqqVDmUnTBImA DEBUG com.networknt.schema.FormatValidator debug - validate( "ee6f4f94-049d-4f16-ad58-5081963da933", {"password":"f9b0d000-b667-4210-a691-1ede917cad92","newPassword":"ee6f4f94-049d-4f16-ad58-5081963da933","newPasswordConfirm":"ee6f4f94-049d-4f16-ad58-5081963da933"}, requestBody.newPassword)
17:00:46.064 [XNIO-1 task-2]  UDmvOjjXRwC_wAyHBcSR7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:46.064 [XNIO-1 task-2]  UDmvOjjXRwC_wAyHBcSR7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:46.064 [XNIO-1 task-2]  UDmvOjjXRwC_wAyHBcSR7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:46.065 [XNIO-1 task-2]  UDmvOjjXRwC_wAyHBcSR7Q DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
17:00:46.071 [hz._hzInstance_1_dev.partition-operation.thread-13]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:85cd03e4-7fc5-4b0a-92f2-5a399f3fa354
17:00:46.072 [XNIO-1 task-2]  LWn6UXtcT0i2fahPhyL91Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/0866bc0f
17:00:46.072 [XNIO-1 task-2]  LWn6UXtcT0i2fahPhyL91Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:46.072 [XNIO-1 task-2]  LWn6UXtcT0i2fahPhyL91Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:46.073 [XNIO-1 task-2]  LWn6UXtcT0i2fahPhyL91Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
17:00:46.073 [XNIO-1 task-2]  LWn6UXtcT0i2fahPhyL91Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/0866bc0f
17:00:46.074 [XNIO-1 task-2]  LWn6UXtcT0i2fahPhyL91Q DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"ee6f4f94-049d-4f16-ad58-5081963da933","newPassword":"da9816bb-8c5d-48a3-95c1-c1d2f5e2ac2f","newPasswordConfirm":"da9816bb-8c5d-48a3-95c1-c1d2f5e2ac2f"}, {"password":"ee6f4f94-049d-4f16-ad58-5081963da933","newPassword":"da9816bb-8c5d-48a3-95c1-c1d2f5e2ac2f","newPasswordConfirm":"da9816bb-8c5d-48a3-95c1-c1d2f5e2ac2f"}, requestBody)
17:00:46.074 [XNIO-1 task-2]  LWn6UXtcT0i2fahPhyL91Q DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"ee6f4f94-049d-4f16-ad58-5081963da933","newPassword":"da9816bb-8c5d-48a3-95c1-c1d2f5e2ac2f","newPasswordConfirm":"da9816bb-8c5d-48a3-95c1-c1d2f5e2ac2f"}, {"password":"ee6f4f94-049d-4f16-ad58-5081963da933","newPassword":"da9816bb-8c5d-48a3-95c1-c1d2f5e2ac2f","newPasswordConfirm":"da9816bb-8c5d-48a3-95c1-c1d2f5e2ac2f"}, requestBody)
17:00:46.074 [XNIO-1 task-2]  LWn6UXtcT0i2fahPhyL91Q DEBUG com.networknt.schema.FormatValidator debug - validate( "da9816bb-8c5d-48a3-95c1-c1d2f5e2ac2f", {"password":"ee6f4f94-049d-4f16-ad58-5081963da933","newPassword":"da9816bb-8c5d-48a3-95c1-c1d2f5e2ac2f","newPasswordConfirm":"da9816bb-8c5d-48a3-95c1-c1d2f5e2ac2f"}, requestBody.newPasswordConfirm)
17:00:46.074 [XNIO-1 task-2]  LWn6UXtcT0i2fahPhyL91Q DEBUG com.networknt.schema.FormatValidator debug - validate( "ee6f4f94-049d-4f16-ad58-5081963da933", {"password":"ee6f4f94-049d-4f16-ad58-5081963da933","newPassword":"da9816bb-8c5d-48a3-95c1-c1d2f5e2ac2f","newPasswordConfirm":"da9816bb-8c5d-48a3-95c1-c1d2f5e2ac2f"}, requestBody.password)
17:00:46.074 [XNIO-1 task-2]  LWn6UXtcT0i2fahPhyL91Q DEBUG com.networknt.schema.FormatValidator debug - validate( "da9816bb-8c5d-48a3-95c1-c1d2f5e2ac2f", {"password":"ee6f4f94-049d-4f16-ad58-5081963da933","newPassword":"da9816bb-8c5d-48a3-95c1-c1d2f5e2ac2f","newPasswordConfirm":"da9816bb-8c5d-48a3-95c1-c1d2f5e2ac2f"}, requestBody.newPassword)
17:00:46.105 [XNIO-1 task-2]  jqavnsovTe6AmWKcd7biHg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:46.105 [XNIO-1 task-2]  jqavnsovTe6AmWKcd7biHg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:46.106 [XNIO-1 task-2]  jqavnsovTe6AmWKcd7biHg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:46.106 [XNIO-1 task-2]  jqavnsovTe6AmWKcd7biHg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
17:00:46.119 [XNIO-1 task-2]  lw6V8UXSTUOPDBjUQ8tl4g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/0866bc0f
17:00:46.119 [XNIO-1 task-2]  lw6V8UXSTUOPDBjUQ8tl4g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:46.119 [XNIO-1 task-2]  lw6V8UXSTUOPDBjUQ8tl4g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:46.119 [XNIO-1 task-2]  lw6V8UXSTUOPDBjUQ8tl4g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/0866bc0f
17:00:46.136 [XNIO-1 task-2]  SkyKyHA7QHGbqUcsuynbFQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:46.136 [XNIO-1 task-2]  SkyKyHA7QHGbqUcsuynbFQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:46.136 [XNIO-1 task-2]  SkyKyHA7QHGbqUcsuynbFQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:46.136 [XNIO-1 task-2]  SkyKyHA7QHGbqUcsuynbFQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
17:00:46.146 [XNIO-1 task-2]  AMcdmoKiRC-t6ePrVJwFoQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:46.146 [XNIO-1 task-2]  AMcdmoKiRC-t6ePrVJwFoQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:46.146 [XNIO-1 task-2]  AMcdmoKiRC-t6ePrVJwFoQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:46.146 [XNIO-1 task-2]  AMcdmoKiRC-t6ePrVJwFoQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
17:00:46.156 [XNIO-1 task-2]  5pjw8-LFTryKSk--kfCYqg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:46.157 [XNIO-1 task-2]  5pjw8-LFTryKSk--kfCYqg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:46.157 [XNIO-1 task-2]  5pjw8-LFTryKSk--kfCYqg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:46.157 [XNIO-1 task-2]  5pjw8-LFTryKSk--kfCYqg DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
17:00:46.169 [XNIO-1 task-2]  newYjcLNRcCZisF1HUw0Bg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:46.169 [XNIO-1 task-2]  newYjcLNRcCZisF1HUw0Bg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:46.170 [XNIO-1 task-2]  newYjcLNRcCZisF1HUw0Bg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:46.195 [XNIO-1 task-2]  TDkpIRzzQ26rM1qS7rNLCA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/446034d9, base path is set to: null
17:00:46.195 [XNIO-1 task-2]  TDkpIRzzQ26rM1qS7rNLCA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:46.195 [XNIO-1 task-2]  TDkpIRzzQ26rM1qS7rNLCA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
17:00:46.195 [XNIO-1 task-2]  TDkpIRzzQ26rM1qS7rNLCA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/446034d9, base path is set to: null
17:00:46.195 [XNIO-1 task-2]  TDkpIRzzQ26rM1qS7rNLCA DEBUG com.networknt.schema.TypeValidator debug - validate( "446034d9", "446034d9", userId)
17:00:46.202 [XNIO-1 task-2]  6houljW2Q9yaZqNTE7lV-Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:46.202 [XNIO-1 task-2]  6houljW2Q9yaZqNTE7lV-Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:46.202 [XNIO-1 task-2]  6houljW2Q9yaZqNTE7lV-Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:46.222 [XNIO-1 task-2]  blytWCdKSX-7QwbrY51GaA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:46.222 [XNIO-1 task-2]  blytWCdKSX-7QwbrY51GaA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:46.222 [XNIO-1 task-2]  blytWCdKSX-7QwbrY51GaA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:46.239 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:e26c6a10
