09:02:57.861 [XNIO-1 task-1]  mqU8l2_HRRyR5Jin7mg9uQ DEBUG com.networknt.schema.TypeValidator debug - validate( "920f67ac-061d-4f4f-91a4-e92bcfcb4ccc", {"password":"a54c83b5-79b9-4b55-8de6-bb90a71761ea","newPassword":"920f67ac-061d-4f4f-91a4-e92bcfcb4ccc","newPasswordConfirm":"920f67ac-061d-4f4f-91a4-e92bcfcb4ccc"}, requestBody.newPassword)
09:03:03.206 [hz._hzInstance_1_dev.partition-operation.thread-7]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:96efa30e
09:03:03.208 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:0b55b95c-b8bf-443c-b2f4-8783a81c9321
09:03:03.209 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:0b55b95c-b8bf-443c-b2f4-8783a81c9321
09:03:03.215 [XNIO-1 task-1]  vTcZAAnfQiqm3xb5bzgypw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:03.215 [XNIO-1 task-1]  vTcZAAnfQiqm3xb5bzgypw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:03.215 [XNIO-1 task-1]  vTcZAAnfQiqm3xb5bzgypw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:03.241 [XNIO-1 task-1]  XVdTL-I5RqiazIUZQKJtJA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:03.241 [XNIO-1 task-1]  XVdTL-I5RqiazIUZQKJtJA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:03.241 [XNIO-1 task-1]  XVdTL-I5RqiazIUZQKJtJA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:03.241 [XNIO-1 task-1]  XVdTL-I5RqiazIUZQKJtJA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
09:03:03.250 [XNIO-1 task-1]  _NjGM_4pTVaCbpK1n6KJXw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:03.250 [XNIO-1 task-1]  _NjGM_4pTVaCbpK1n6KJXw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:03.250 [XNIO-1 task-1]  _NjGM_4pTVaCbpK1n6KJXw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:03.258 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:99ac8459
09:03:03.259 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:99ac8459
09:03:03.267 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:0ee27c60-68c7-4475-9fb6-16339b2b6d56
09:03:03.272 [XNIO-1 task-1]  kGNMlo2KQCi14NE0Poy16w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/97186359, base path is set to: null
09:03:03.273 [XNIO-1 task-1]  kGNMlo2KQCi14NE0Poy16w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:03.273 [XNIO-1 task-1]  kGNMlo2KQCi14NE0Poy16w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:03:03.273 [XNIO-1 task-1]  kGNMlo2KQCi14NE0Poy16w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/97186359, base path is set to: null
09:03:03.273 [XNIO-1 task-1]  kGNMlo2KQCi14NE0Poy16w DEBUG com.networknt.schema.TypeValidator debug - validate( "97186359", "97186359", userId)
09:03:03.286 [XNIO-1 task-1]  mqnFf8l6R3KVcBYZ_Bq6fg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/002bf5d8
09:03:03.286 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG c.n.oauth.cache.RefreshTokenMapStore delete - Delete:0ee27c60-68c7-4475-9fb6-16339b2b6d56
09:03:03.286 [XNIO-1 task-1]  mqnFf8l6R3KVcBYZ_Bq6fg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:03:03.286 [XNIO-1 task-1]  mqnFf8l6R3KVcBYZ_Bq6fg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/002bf5d8, base path is set to: null
09:03:03.286 [XNIO-1 task-1]  mqnFf8l6R3KVcBYZ_Bq6fg DEBUG com.networknt.schema.TypeValidator debug - validate( "002bf5d8", "002bf5d8", userId)
09:03:03.295 [XNIO-1 task-1]  d9F0PF0eT0uXWR0MScsagA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/96efa30e
09:03:03.295 [XNIO-1 task-1]  d9F0PF0eT0uXWR0MScsagA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:03.295 [XNIO-1 task-1]  d9F0PF0eT0uXWR0MScsagA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:03:03.295 [XNIO-1 task-1]  d9F0PF0eT0uXWR0MScsagA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/96efa30e
09:03:03.305 [XNIO-1 task-1]  yx6Vu3CcRxibjaEQtlC6eA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:03.305 [XNIO-1 task-1]  yx6Vu3CcRxibjaEQtlC6eA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:03.306 [XNIO-1 task-1]  yx6Vu3CcRxibjaEQtlC6eA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:03.332 [XNIO-1 task-1]  MLCG1fKAQeeE2DveSaWuVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:03.332 [XNIO-1 task-1]  MLCG1fKAQeeE2DveSaWuVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:03.332 [XNIO-1 task-1]  MLCG1fKAQeeE2DveSaWuVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:03.347 [XNIO-1 task-1]  4CFypquXTC-oRqBoO8WkgA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/96efa30e, base path is set to: null
09:03:03.349 [XNIO-1 task-1]  4CFypquXTC-oRqBoO8WkgA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:03.349 [XNIO-1 task-1]  4CFypquXTC-oRqBoO8WkgA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:03:03.349 [XNIO-1 task-1]  4CFypquXTC-oRqBoO8WkgA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/96efa30e, base path is set to: null
09:03:03.349 [XNIO-1 task-1]  4CFypquXTC-oRqBoO8WkgA DEBUG com.networknt.schema.TypeValidator debug - validate( "96efa30e", "96efa30e", userId)
09:03:03.353 [XNIO-1 task-1]  0Yc1H1zyS_SSl8Uq8nyQiw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:03.353 [XNIO-1 task-1]  0Yc1H1zyS_SSl8Uq8nyQiw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:03.355 [XNIO-1 task-1]  0Yc1H1zyS_SSl8Uq8nyQiw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:03.369 [XNIO-1 task-1]  gq14DyppTaaVjK6ZjGHxdA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/4b0a95d2
09:03:03.369 [XNIO-1 task-1]  gq14DyppTaaVjK6ZjGHxdA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:03.369 [XNIO-1 task-1]  gq14DyppTaaVjK6ZjGHxdA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:03:03.369 [XNIO-1 task-1]  gq14DyppTaaVjK6ZjGHxdA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/4b0a95d2
09:03:03.380 [XNIO-1 task-1]  LtEGV_7IQiGbuo3rjVlrzw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:03.380 [XNIO-1 task-1]  LtEGV_7IQiGbuo3rjVlrzw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:03.381 [XNIO-1 task-1]  LtEGV_7IQiGbuo3rjVlrzw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:03.392 [XNIO-1 task-1]  E9aeACVwTyWWIqQM31XEUw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/3a582b38, base path is set to: null
09:03:03.392 [XNIO-1 task-1]  E9aeACVwTyWWIqQM31XEUw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:03.392 [XNIO-1 task-1]  E9aeACVwTyWWIqQM31XEUw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:03:03.392 [XNIO-1 task-1]  E9aeACVwTyWWIqQM31XEUw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/3a582b38, base path is set to: null
09:03:03.393 [XNIO-1 task-1]  E9aeACVwTyWWIqQM31XEUw DEBUG com.networknt.schema.TypeValidator debug - validate( "3a582b38", "3a582b38", userId)
09:03:03.400 [XNIO-1 task-1]  81cMHABqQQa-c9FZgVtbGA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:03.400 [XNIO-1 task-1]  81cMHABqQQa-c9FZgVtbGA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:03.400 [XNIO-1 task-1]  81cMHABqQQa-c9FZgVtbGA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:03.400 [XNIO-1 task-1]  81cMHABqQQa-c9FZgVtbGA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
09:03:03.407 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:13764efc-6572-407b-963e-5dde53e75c53
09:03:03.412 [XNIO-1 task-1]  kI8ve4w3Q5qv5Tfs-KciFQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:03.412 [XNIO-1 task-1]  kI8ve4w3Q5qv5Tfs-KciFQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:03.412 [XNIO-1 task-1]  kI8ve4w3Q5qv5Tfs-KciFQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:03.413 [XNIO-1 task-1]  kI8ve4w3Q5qv5Tfs-KciFQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
09:03:03.419 [XNIO-1 task-1]  JbvVPBrDSNi27Rgf18wT6w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/002bf5d8, base path is set to: null
09:03:03.419 [XNIO-1 task-1]  JbvVPBrDSNi27Rgf18wT6w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:03.419 [XNIO-1 task-1]  JbvVPBrDSNi27Rgf18wT6w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:03:03.419 [XNIO-1 task-1]  JbvVPBrDSNi27Rgf18wT6w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/002bf5d8, base path is set to: null
09:03:03.420 [XNIO-1 task-1]  JbvVPBrDSNi27Rgf18wT6w DEBUG com.networknt.schema.TypeValidator debug - validate( "002bf5d8", "002bf5d8", userId)
09:03:03.431 [XNIO-1 task-1]  04A7cbzUQsitNsq-gKnCSA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:03.431 [XNIO-1 task-1]  04A7cbzUQsitNsq-gKnCSA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:03.431 [XNIO-1 task-1]  04A7cbzUQsitNsq-gKnCSA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:03.431 [XNIO-1 task-1]  04A7cbzUQsitNsq-gKnCSA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
09:03:03.440 [XNIO-1 task-1]  jGfVdoCCS52ryXgvFXByzQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/3a582b38
09:03:03.441 [XNIO-1 task-1]  jGfVdoCCS52ryXgvFXByzQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:03.441 [XNIO-1 task-1]  jGfVdoCCS52ryXgvFXByzQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:03:03.441 [XNIO-1 task-1]  jGfVdoCCS52ryXgvFXByzQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/3a582b38
09:03:03.448 [XNIO-1 task-1]  4JWqX96rRyq7FkWjaWas8Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/3a582b38, base path is set to: null
09:03:03.448 [XNIO-1 task-1]  4JWqX96rRyq7FkWjaWas8Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:03.448 [XNIO-1 task-1]  4JWqX96rRyq7FkWjaWas8Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:03:03.448 [XNIO-1 task-1]  4JWqX96rRyq7FkWjaWas8Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/3a582b38, base path is set to: null
09:03:03.448 [XNIO-1 task-1]  4JWqX96rRyq7FkWjaWas8Q DEBUG com.networknt.schema.TypeValidator debug - validate( "3a582b38", "3a582b38", userId)
09:03:03.456 [XNIO-1 task-1]  n_r9JP-8Ri6MxDyKSlfMiA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/3a582b38
09:03:03.456 [XNIO-1 task-1]  n_r9JP-8Ri6MxDyKSlfMiA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:03.456 [XNIO-1 task-1]  n_r9JP-8Ri6MxDyKSlfMiA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:03:03.456 [XNIO-1 task-1]  n_r9JP-8Ri6MxDyKSlfMiA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/3a582b38
09:03:03.473 [XNIO-1 task-1]  61COBRlRSsm__7EhUDTu7A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/6d8ba34a, base path is set to: null
09:03:03.473 [XNIO-1 task-1]  61COBRlRSsm__7EhUDTu7A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:03.473 [XNIO-1 task-1]  61COBRlRSsm__7EhUDTu7A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:03:03.473 [XNIO-1 task-1]  61COBRlRSsm__7EhUDTu7A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/6d8ba34a, base path is set to: null
09:03:03.473 [XNIO-1 task-1]  61COBRlRSsm__7EhUDTu7A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/6d8ba34a
09:03:03.473 [XNIO-1 task-1]  61COBRlRSsm__7EhUDTu7A DEBUG com.networknt.schema.TypeValidator debug - validate( "6d8ba34a", "6d8ba34a", userId)
09:03:03.480 [XNIO-1 task-1]  MmEVdQRcSYyaM9Y0LWh-qA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/feb55490, base path is set to: null
09:03:03.480 [XNIO-1 task-1]  MmEVdQRcSYyaM9Y0LWh-qA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/feb55490
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:19)
	at com.hazelcast.map.impl.MapStoreWrapper.delete(MapStoreWrapper.java:115)
	at com.hazelcast.map.impl.mapstore.writethrough.WriteThroughStore.remove(WriteThroughStore.java:56)
	at com.hazelcast.map.impl.mapstore.writethrough.WriteThroughStore.remove(WriteThroughStore.java:28)
09:03:03.480 [XNIO-1 task-1]  MmEVdQRcSYyaM9Y0LWh-qA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/feb55490
09:03:03.480 [XNIO-1 task-1]  MmEVdQRcSYyaM9Y0LWh-qA DEBUG com.networknt.schema.TypeValidator debug - validate( "feb55490", "feb55490", userId)
	at com.hazelcast.map.impl.operation.DeleteOperation.run(DeleteOperation.java:44)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.call(OperationRunnerImpl.java:210)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.run(OperationRunnerImpl.java:416)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.process(OperationThread.java:153)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.process(OperationThread.java:123)
09:03:03.484 [XNIO-1 task-1]  9HFYcp_2Qn-ziwJ7ANstpA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.run(OperationThread.java:110)
Caused by: java.sql.SQLIntegrityConstraintViolationException: Cannot delete or update a parent row: a foreign key constraint fails (`oauth2`.`refresh_token`, CONSTRAINT `refresh_token_ibfk_1` FOREIGN KEY (`client_id`) REFERENCES `client` (`client_id`))
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:117)
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:97)
09:03:03.485 [XNIO-1 task-1]  9HFYcp_2Qn-ziwJ7ANstpA DEBUG com.networknt.schema.TypeValidator debug - validate( "8072ce34", "8072ce34", userId)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeInternal(ClientPreparedStatement.java:955)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1094)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1042)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeLargeUpdate(ClientPreparedStatement.java:1345)
	at com.zaxxer.hikari.pool.ProxyPreparedStatement.executeUpdate(ProxyPreparedStatement.java:61)
09:03:03.499 [XNIO-1 task-1]  x8HHL1TWR5yBzbW4MEmOHg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
	... 14 more

09:03:03.499 [XNIO-1 task-1]  x8HHL1TWR5yBzbW4MEmOHg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
java.sql.SQLIntegrityConstraintViolationException: Cannot delete or update a parent row: a foreign key constraint fails (`oauth2`.`refresh_token`, CONSTRAINT `refresh_token_ibfk_1` FOREIGN KEY (`client_id`) REFERENCES `client` (`client_id`))
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:97)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeInternal(ClientPreparedStatement.java:955)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1042)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdate(ClientPreparedStatement.java:1027)
	at com.zaxxer.hikari.pool.HikariProxyPreparedStatement.executeUpdate(HikariProxyPreparedStatement.java)
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:19)
	at com.hazelcast.map.impl.mapstore.writethrough.WriteThroughStore.remove(WriteThroughStore.java:56)
	at com.hazelcast.map.impl.recordstore.DefaultRecordStore.removeRecord(DefaultRecordStore.java:1034)
	at com.hazelcast.map.impl.operation.DeleteOperation.run(DeleteOperation.java:44)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.call(OperationRunnerImpl.java:210)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.run(OperationRunnerImpl.java:416)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.process(OperationThread.java:123)
09:03:03.520 [XNIO-1 task-1]  MicFzR2SSpCjHdD5Bms-3g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:03.520 [XNIO-1 task-1]  MicFzR2SSpCjHdD5Bms-3g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:03.520 [XNIO-1 task-1]  MicFzR2SSpCjHdD5Bms-3g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:03.521 [XNIO-1 task-1]  MicFzR2SSpCjHdD5Bms-3g DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
09:03:03.528 [XNIO-1 task-1]  a6eayuajQe2nwgtc5i-YVw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:03.529 [XNIO-1 task-1]  a6eayuajQe2nwgtc5i-YVw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:03.529 [XNIO-1 task-1]  a6eayuajQe2nwgtc5i-YVw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:03.529 [XNIO-1 task-1]  a6eayuajQe2nwgtc5i-YVw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
09:03:03.533 [XNIO-1 task-1]  M5aZv1UDTme2oTawSXoI-w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:03.534 [XNIO-1 task-1]  M5aZv1UDTme2oTawSXoI-w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:03.534 [XNIO-1 task-1]  M5aZv1UDTme2oTawSXoI-w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:03.557 [XNIO-1 task-1]  HBURgrGjR8e9nopuEvDxgA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/feb55490, base path is set to: null
09:03:03.557 [XNIO-1 task-1]  HBURgrGjR8e9nopuEvDxgA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:03.557 [XNIO-1 task-1]  HBURgrGjR8e9nopuEvDxgA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:03:03.557 [XNIO-1 task-1]  HBURgrGjR8e9nopuEvDxgA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/feb55490, base path is set to: null
09:03:03.557 [XNIO-1 task-1]  HBURgrGjR8e9nopuEvDxgA DEBUG com.networknt.schema.TypeValidator debug - validate( "feb55490", "feb55490", userId)
09:03:03.562 [XNIO-1 task-1]  k8AFiQePRB-eq32SbNyBOg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/c54f5c01
09:03:03.562 [XNIO-1 task-1]  k8AFiQePRB-eq32SbNyBOg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:03.562 [XNIO-1 task-1]  k8AFiQePRB-eq32SbNyBOg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:03:03.562 [XNIO-1 task-1]  k8AFiQePRB-eq32SbNyBOg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/c54f5c01
09:03:03.571 [XNIO-1 task-1]  00vKyGc2T0KW3ok2yCMv8A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/feb55490, base path is set to: null
09:03:03.572 [XNIO-1 task-1]  00vKyGc2T0KW3ok2yCMv8A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:03.572 [XNIO-1 task-1]  00vKyGc2T0KW3ok2yCMv8A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:03:03.572 [XNIO-1 task-1]  00vKyGc2T0KW3ok2yCMv8A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/feb55490, base path is set to: null
09:03:03.572 [XNIO-1 task-1]  00vKyGc2T0KW3ok2yCMv8A DEBUG com.networknt.schema.TypeValidator debug - validate( "feb55490", "feb55490", userId)
09:03:03.574 [XNIO-1 task-1]  HQTCo9CpRNWMR6y0rHD_yw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/c54f5c01
09:03:03.574 [XNIO-1 task-1]  HQTCo9CpRNWMR6y0rHD_yw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:03.574 [XNIO-1 task-1]  HQTCo9CpRNWMR6y0rHD_yw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:03:03.574 [XNIO-1 task-1]  HQTCo9CpRNWMR6y0rHD_yw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/c54f5c01
09:03:03.577 [XNIO-1 task-1]  AzdN1q0FSyKg69wwdM9rBw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:03.577 [XNIO-1 task-1]  AzdN1q0FSyKg69wwdM9rBw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:03.577 [XNIO-1 task-1]  AzdN1q0FSyKg69wwdM9rBw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:03.586 [XNIO-1 task-1]  BgX-npKSQSyGDpYvjtV2bw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/feb55490, base path is set to: null
09:03:03.586 [XNIO-1 task-1]  BgX-npKSQSyGDpYvjtV2bw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:03.586 [XNIO-1 task-1]  BgX-npKSQSyGDpYvjtV2bw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:03:03.586 [XNIO-1 task-1]  BgX-npKSQSyGDpYvjtV2bw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/feb55490, base path is set to: null
09:03:03.586 [XNIO-1 task-1]  BgX-npKSQSyGDpYvjtV2bw DEBUG com.networknt.schema.TypeValidator debug - validate( "feb55490", "feb55490", userId)
09:03:03.605 [XNIO-1 task-1]  jUTRi6ChRVu1PDJVgk-AzA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/c54f5c01, base path is set to: null
09:03:03.605 [XNIO-1 task-1]  jUTRi6ChRVu1PDJVgk-AzA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:03.605 [XNIO-1 task-1]  jUTRi6ChRVu1PDJVgk-AzA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:03:03.606 [XNIO-1 task-1]  jUTRi6ChRVu1PDJVgk-AzA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
